Name,Platform,MSRP,Buy Digital,Buy Physical,Demo Available,DLC Available,Publisher,Developer,ESRB,Release Date,No. of Players,Rom File Size,Switch Online Play,Switch Online Save,Switch Online App,Action,Adventure,Application,Arcade,Board Game,Camera,Casual,Communication,Creature Creator,Dance,Education,Edutainment,Fighting,First-Person,Fishing Game,Fitness,Gambling,Hidden Object,Interactive Theme Park,Lifestyle,Mental Training,Multiplayer,Music,Other,Party,Platformer,Puzzle,Racing,Role-Playing,Shooter,Simulation,Sports,Strategy,Trivia,Undefined,Store Link,Official Site,Time Data Retrieved (UTC)
Rapala Fishing Pro Series,Nintendo Switch,$29.99,True,True,,,GameMill Entertainment,Concrete Software,Everyone,"Oct 16, 2018",1 player,1.0 GB,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,True,,,,https://www.nintendo.com/games/detail/rapala-fishing-pro-series-switch,,2019-05-15 08:09:14
Valkyria Chronicles,Nintendo Switch,$19.99,True,,,,Sega,Sega,Teen,"Oct 16, 2018",1 player,7.5 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/valkyria-chronicles-switch,,2019-05-15 08:09:15
Starlink: Battle For Atlas Digital Edition,Nintendo Switch,$59.99,True,,,True,Ubisoft,,Everyone 10+,"Oct 16, 2018",up to 2 players,13.2 GB,,,,,True,,True,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,https://www.nintendo.com/games/detail/starlink-battle-for-atlas-digital-edition-switch,,2019-05-15 08:09:15
EXORDER,Nintendo Switch,$12.99,True,,,,Fat Dog Games,,Everyone 10+,"Oct 16, 2018",up to 4 players,2.2 GB,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,https://www.nintendo.com/games/detail/exorder-switch,,2019-05-15 08:09:16
NBA 2K Playgrounds 2,Nintendo Switch,$29.99,True,,,,2K Games,Saber Interactive,Everyone,"Oct 15, 2018",up to 4 players,7.4 GB,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,https://www.nintendo.com/games/detail/nba-2k-playgrounds-2-switch,https://playgroundsgame.com/,2019-05-15 08:09:16
Joggernauts,Nintendo Switch,$14.99,True,,,,Graffiti Games,Space Mace,Everyone,"Oct 11, 2018",up to 4 players,586 MB,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,https://www.nintendo.com/games/detail/joggernauts-switch,,2019-05-15 08:09:16
Dungeon Village,Nintendo Switch,$12.00,True,,True,,Kairosoft,,Everyone,"Oct 11, 2018",1 player,230 MB,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,,True,,,https://www.nintendo.com/games/detail/dungeon-village-switch,,2019-05-15 08:09:17
The Swindle,Nintendo Switch,$14.99,True,,,,Curve Digital,Size Five Games,Everyone 10+,"Oct 11, 2018",1 player,1.1 GB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,https://www.nintendo.com/games/detail/the-swindle-switch,,2019-05-15 08:09:17
Iris School of Wizardry -Vinculum Hearts-,Nintendo Switch,$24.99,True,,,,DIGIMERCE,OperaHouse Corporation,Teen,"Oct 11, 2018",1 player,873 MB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,https://www.nintendo.com/games/detail/iris-school-of-wizardry-vinculum-hearts-switch,,2019-05-15 08:09:17
Chasm,Nintendo Switch,$19.99,True,,,,Leadman Games,,Teen,"Oct 11, 2018",1 player,817 MB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,https://www.nintendo.com/games/detail/chasm-switch,,2019-05-15 08:09:17
Feral Fury,Nintendo Switch,$8.99,True,,,,Skandivania,Skandivania Games ANS,Teen,"Oct 11, 2018",1 player,641 MB,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/feral-fury-switch,,2019-05-15 08:09:18
ACA NEOGEO 3 COUNT BOUT,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Teen,"Oct 11, 2018",up to 2 players,164 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,https://www.nintendo.com/games/detail/aca-neogeo-3-count-bout-switch,,2019-05-15 08:09:18
Boom Ball: Boost Edition,Nintendo Switch,$12.99,True,,,,VirtualAirGuitar,Virtual Air Guitar Company,Everyone,"Oct 11, 2018",up to 2 players,371 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,https://www.nintendo.com/games/detail/boom-ball-boost-edition-switch,http://boomballgame.com/switch/,2019-05-15 08:09:18
Battle Group 2,Nintendo Switch,$9.99,True,,,,Merge Games,Bane Games,Everyone 10+,"Oct 11, 2018",1 player,220 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,https://www.nintendo.com/games/detail/battle-group-2-switch,,2019-05-15 08:09:19
Madorica Real Estate,Nintendo Switch,$14.99,True,,,,GIFT TEN INDUSTRY,,Everyone,"Oct 11, 2018",1 player,230 MB,,,,,True,,,,,,True,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,https://www.nintendo.com/games/detail/madorica-real-estate-switch,,2019-05-15 08:09:19
The MISSING: J.J. Macfield and the Island of Memories,Nintendo Switch,$29.99,True,,,,"Arc System Works Co., Ltd.",White Owls Inc.,Mature,"Oct 11, 2018",1 player,4.4 GB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/the-missing-j-j-macfield-and-the-island-of-memories-switch,,2019-05-15 08:09:19
Tricky Towers,Nintendo Switch,$14.99,True,,,True,WeirdBeard,WeirdBeard,Everyone,"Oct 11, 2018",up to 4 players,191 MB,True,True,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,True,,,,,,,,,https://www.nintendo.com/games/detail/tricky-towers-switch,,2019-05-15 08:09:20
Child of Light Ultimate Edition,Nintendo Switch,$19.99,True,,,,Ubisoft,,Everyone 10+,"Oct 11, 2018",up to 2 players,2.2 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,True,,,https://www.nintendo.com/games/detail/child-of-light-ultimate-edition-switch,,2019-05-15 08:09:20
Hot Springs Story,Nintendo Switch,$12.00,True,,,,Kairosoft,,Everyone,"Oct 11, 2018",1 player,187 MB,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,https://www.nintendo.com/games/detail/hot-springs-story-switch,,2019-05-15 08:09:20
Game Dev Story,Nintendo Switch,$12.00,True,,True,,Kairosoft,,Everyone,"Oct 11, 2018",1 player,188 MB,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,True,,,https://www.nintendo.com/games/detail/game-dev-story-switch,,2019-05-15 08:09:21
Shift Happens,Nintendo Switch,$14.99,True,,True,,Daedalic GmbH,Daedalic Entertainment,Everyone,"Oct 10, 2018",up to 2 players,4.7 GB,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,True,True,,,,,,,,,https://www.nintendo.com/games/detail/shift-happens-switch,,2019-05-15 08:09:21
Goosebumps The Game,Nintendo Switch,$29.99,True,True,,,GameMill Entertainment,WayForward,Everyone 10+,"Oct 09, 2018",1 player,389 MB,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,https://www.nintendo.com/games/detail/goosebumps-the-game-switch,http://game-mill.com/games/goosebumps-the-game/?portfolioID=1620,2019-05-15 08:09:21
Disgaea 1 Complete,Nintendo Switch,$49.99,True,True,,,NIS America,,Teen,"Oct 09, 2018",1 player,3.2 GB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/disgaea-1-complete-switch,http://disgaea.us/d1-complete/,2019-05-15 08:09:22
Mark of the Ninja: Remastered,Nintendo Switch,$19.99,True,,,,Klei Entertainment Inc.,Klei Entertainment,Mature,"Oct 09, 2018",1 player,3.6 GB,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/mark-of-the-ninja-remastered-switch,,2019-05-15 08:09:22
Guacamelee! Super Turbo Championship Edition,Nintendo Switch,$14.99,True,,,,DrinkBox Studios,DrinkBox Studios,Everyone 10+,"Oct 08, 2018",up to 4 players,646 MB,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/guacamelee-super-turbo-championship-edition-switch,,2019-05-15 08:09:22
Bombing Busters,Nintendo Switch,$6.99,True,,,,Sanuk Games,Sanuk Games,Everyone 10+,"Oct 08, 2018",up to 4 players,303 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/bombing-busters-switch,,2019-05-15 08:09:23
Animated Jigsaws: Japanese Women,Nintendo Switch,$9.99,True,,,,Rainy Frog,,Everyone,"Oct 04, 2018",up to 4 players,460 MB,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,True,,,,True,,,,,https://www.nintendo.com/games/detail/animated-jigsaws-japanese-women-switch,,2019-05-15 08:09:23
Trouserheart,Nintendo Switch,$7.99,True,,,,Kyy Games,,Everyone 10+,"Oct 04, 2018",1 player,251 MB,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/trouserheart-switch,,2019-05-15 08:09:23
ACA NEOGEO ZUPAPA!,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Everyone,"Oct 04, 2018",up to 2 players,85 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-zupapa-switch,,2019-05-15 08:09:23
Vertical Drop Heroes HD,Nintendo Switch,$9.99,True,,,,Digerati,http://nerdook-productions.com/,Everyone 10+,"Oct 04, 2018",up to 2 players,196 MB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,https://www.nintendo.com/games/detail/vertical-drop-heroes-hd-switch,,2019-05-15 08:09:24
Art of Balance,Nintendo Switch,$8.99,True,,True,,Shin'en Multimedia,Shin'en Multimedia,Everyone,"Oct 04, 2018",up to 4 players,201 MB,True,True,,,,,True,,,,,,,,,,,,,,,,,,True,,,True,,True,,,,,,,,,https://www.nintendo.com/games/detail/art-of-balance-switch,,2019-05-15 08:09:24
The Midnight Sanctuary,Nintendo Switch,$9.99,True,,,,Unties,,Everyone 10+,"Oct 04, 2018",1 player,2.2 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/the-midnight-sanctuary-switch,,2019-05-15 08:09:24
Six Sides of the World,Nintendo Switch,$10.00,True,,,,Dolores Entertainment S.L.,,Everyone,"Oct 04, 2018",1 player,1.0 GB,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,https://www.nintendo.com/games/detail/six-sides-of-the-world-switch,,2019-05-15 08:09:25
Jettomero: Hero of the Universe,Nintendo Switch,$13.00,True,,,,Ghost Time Games,Ghost Time Games,Everyone 10+,"Oct 04, 2018",1 player,382 MB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/jettomero-hero-of-the-universe-switch,,2019-05-15 08:09:25
Splash Blast Panic,Nintendo Switch,$14.99,True,,,,Digital Smash,Team KwaKwa,Everyone 10+,"Oct 04, 2018",up to 4 players,518 MB,,,,,,,True,,,,,,,,,True,,,,,,,,,True,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/splash-blast-panic-switch,http://www.digital-smash.com/splash-blast-panic.html,2019-05-15 08:09:25
Revenant Dogma,Nintendo Switch,$12.99,True,,,True,Kemco,Exe Create Inc.,Everyone 10+,"Oct 04, 2018",1 player,131 MB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,True,,,https://www.nintendo.com/games/detail/revenant-dogma-switch,,2019-05-15 08:09:26
#Breakforcist Battle,Nintendo Switch,$9.99,True,,,,Lucid Sheep Games,Lucid Sheep Games LLC,Everyone,"Apr 12, 2018",up to 4 players,422 MB,,,,,,,True,,,,,,,,,,,,,,,,,,True,,,True,,True,,,,,,,,,https://www.nintendo.com/games/detail/breakforcist-battle-switch,https://lucidsheepgames.com/breakforcistbattle,2019-05-15 08:09:26
1-2-Switch,Nintendo Switch,$49.99,True,True,,,Nintendo,Nintendo,Everyone 10+,"Mar 03, 2017",up to 2 players,1.4 GB,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/1-2-switch,https://1-2-switch.nintendo.com,2019-05-15 08:09:26
10 Second Run RETURNS,Nintendo Switch,$6.54,True,,True,,Blue Print,,Everyone,"Jan 25, 2018",up to 4 players,73 MB,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,True,,,True,,,,,,,,https://www.nintendo.com/games/detail/10-second-run-returns-switch,,2019-05-15 08:09:27
12 orbits,Nintendo Switch,$1.99,True,,,,Roman Uhlig,Roman Uhlig,Everyone,"Apr 27, 2018",up to 12 players,179 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,,https://www.nintendo.com/games/detail/12-orbits-switch,,2019-05-15 08:09:27
1917 - The Alien Invasion DX,Nintendo Switch,$7.99,True,,,,KORION,Andrade Games,Teen,"Jun 14, 2018",up to 2 players,585 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/1917-the-alien-invasion-dx-switch,,2019-05-15 08:09:27
1979 Revolution: Black Friday,Nintendo Switch,$11.99,True,,,,Digerati,Ink Stories,Mature,"Aug 02, 2018",1 player,4.2 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/1979-revolution-black-friday-switch,https://www.digerati.games/game/20-1979-revolution-black-friday,2019-05-15 08:09:28
2064: Read Only Memories INTEGRAL,Nintendo Switch,$20.64,True,,,,MidBoss,MidBoss,Mature,"Jul 26, 2018",1 player,1.6 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/2064-read-only-memories-integral-switch,https://readonlymemori.es/,2019-05-15 08:09:28
20XX,Nintendo Switch,$17.99,True,,,,Batterystaple,Batterystaple Games,Everyone 10+,"Jul 10, 2018",up to 2 players,1.3 GB,True,True,,True,,,True,,,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/20xx-switch,,2019-05-15 08:09:28
36 Fragments of Midnight,Nintendo Switch,$2.99,True,,,,Ratalaika Games,Ratalaika Games / Petite Games,Everyone,"Sep 14, 2017",1 player,53 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,https://www.nintendo.com/games/detail/36-fragments-of-midnight-switch,http://www.ratalaikagames.com/games/36fragments.php,2019-05-15 08:09:29
3D MiniGolf,Nintendo Switch,$19.99,True,,,,Joindots,,Everyone,"Feb 01, 2018",up to 4 players,1.2 GB,,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,https://www.nintendo.com/games/detail/3d-minigolf-switch,,2019-05-15 08:09:29
60 Seconds!,Nintendo Switch,$9.99,True,,,,Robot Gentleman,Robot Gentleman,Teen,"Dec 18, 2017",1 player,2.8 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,https://www.nintendo.com/games/detail/60-seconds-switch,,2019-05-15 08:09:29
6180 the moon,Nintendo Switch,$3.99,True,,,,Turtle Cream,,Everyone,"May 24, 2018",1 player,152 MB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,https://www.nintendo.com/games/detail/6180-the-moon-switch,,2019-05-15 08:09:30
88 Heroes - 98 Heroes Edition,Nintendo Switch,$29.95,True,True,,,Rising Star Games,,Everyone 10+,"Oct 12, 2017",1 player,407 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/88-heroes-98-heroes-edition-switch,http://www.risingstargames.com/us/games/nintendo-switch/88-heroes-98-heroes-edition/,2019-05-15 08:09:30
A Case of Distrust,Nintendo Switch,$14.99,True,,,,Serenity Forge,,Teen,"Sep 20, 2018",1 player,1.2 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/a-case-of-distrust-switch,,2019-05-15 08:09:30
A Gummy's Life,Nintendo Switch,$14.99,True,,,,EP Games,EP Games ®,Everyone 10+,"Sep 25, 2018",up to 8 players,710 MB,True,True,,True,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/a-gummys-life-switch,,2019-05-15 08:09:31
A Hole New World,Nintendo Switch,$9.99,True,,,,Dolores Entertainment S.L.,,Teen,"Mar 01, 2018",1 player,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/a-hole-new-world-switch,,2019-05-15 08:09:31
A Magical High School Girl,Nintendo Switch,$14.99,True,,,,Sekai Games,illuCallab,Everyone 10+,"Jun 07, 2018",1 player,193 MB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/a-magical-high-school-girl-switch,,2019-05-15 08:09:31
A Normal Lost Phone,Nintendo Switch,$5.99,True,,,,Plug In Digital,Seaven Studio,Mature,"Mar 01, 2018",1 player,123 MB,,,,,True,,,True,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,https://www.nintendo.com/games/detail/a-normal-lost-phone-switch,,2019-05-15 08:09:32
A Robot Named Fight,Nintendo Switch,$12.99,True,,,,Hitcents,Matt Bitner Games,Teen,"Apr 26, 2018",up to 2 players,1.1 GB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/a-robot-named-fight-switch,,2019-05-15 08:09:32
ACA NEOGEO 2020 SUPER BASEBALL,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Everyone,"Feb 08, 2018",up to 2 players,97 MB,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,https://www.nintendo.com/games/detail/aca-neogeo-2020-super-baseball-switch,,2019-05-15 08:09:32
ACA NEOGEO AERO FIGHTERS 2,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Everyone 10+,"Aug 03, 2017",up to 2 players,93 MB,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-aero-fighters-2-switch,,2019-05-15 08:09:33
ACA NEOGEO AERO FIGHTERS 3,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Teen,"Mar 15, 2018",up to 2 players,108 MB,,,,True,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-aero-fighters-3-switch,,2019-05-15 08:09:33
ACA NEOGEO AGGRESSORS OF DARK KOMBAT,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Teen,"Sep 13, 2018",up to 2 players,102 MB,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-aggressors-of-dark-kombat-switch,,2019-05-15 08:09:33
ACA NEOGEO ALPHA MISSION II,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Everyone,"Apr 06, 2017",up to 2 players,76 MB,,,,True,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-alpha-mission-ii-switch,,2019-05-15 08:09:34
ACA NEOGEO ART OF FIGHTING,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Teen,"Sep 21, 2017",up to 2 players,102 MB,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-art-of-fighting-switch,,2019-05-15 08:09:34
ACA NEOGEO ART OF FIGHTING 2,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Teen,"Jan 11, 2018",up to 2 players,109 MB,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-art-of-fighting-2-switch,,2019-05-15 08:09:34
ACA NEOGEO ART OF FIGHTING 3,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Teen,"Nov 02, 2017",up to 2 players,146 MB,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-art-of-fighting-3-switch,,2019-05-15 08:09:35
ACA NEOGEO BASEBALL STARS PROFESSIONAL,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Everyone,"May 17, 2018",up to 2 players,101 MB,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,https://www.nintendo.com/games/detail/aca-neogeo-baseball-stars-professional-switch,,2019-05-15 08:09:35
ACA NEOGEO BLAZING STAR,Nintendo Switch,$7.99,True,,,,,,Everyone 10+,"May 02, 2017",up to 2 players,96 MB,,,,True,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-blazing-star-switch,,2019-05-15 08:09:35
ACA NEOGEO BLUE'S JOURNEY,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Everyone,"Sep 07, 2017",up to 2 players,80 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-blues-journey-switch,,2019-05-15 08:09:36
ACA NEOGEO BURNING FIGHT,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Teen,"Sep 28, 2017",up to 2 players,77 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-burning-fight-switch,,2019-05-15 08:09:36
ACA NEOGEO CROSSED SWORDS,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Teen,"Aug 23, 2018",up to 2 players,103 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-crossed-swords-switch,,2019-05-15 08:09:36
ACA NEOGEO CYBER-LIP,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Everyone 10+,"Sep 20, 2018",up to 2 players,109 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-cyber-lip-switch,,2019-05-15 08:09:37
ACA NEOGEO FATAL FURY,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Teen,"Apr 20, 2017",up to 2 players,80 MB,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-fatal-fury-switch,,2019-05-15 08:09:37
ACA NEOGEO FATAL FURY 2,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Teen,"Jun 22, 2017",up to 2 players,85 MB,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-fatal-fury-2-switch,,2019-05-15 08:09:37
ACA NEOGEO FATAL FURY 3,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Teen,"Feb 15, 2018",up to 2 players,101 MB,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-fatal-fury-3-switch,,2019-05-15 08:09:38
ACA NEOGEO FATAL FURY SPECIAL,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Teen,"Jul 13, 2017",up to 2 players,110 MB,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-fatal-fury-special-switch,,2019-05-15 08:09:38
ACA NEOGEO FOOTBALL FRENZY,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Everyone,"Aug 30, 2018",up to 2 players,112 MB,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,https://www.nintendo.com/games/detail/aca-neogeo-football-frenzy-switch,,2019-05-15 08:09:38
ACA NEOGEO GALAXY FIGHT: UNIVERSAL WARRIORS,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Teen,"May 18, 2017",up to 2 players,98 MB,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-galaxy-fight-universal-warriors-switch,,2019-05-15 08:09:39
ACA NEOGEO GAROU: MARK OF THE WOLVES,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Teen,"May 11, 2017",up to 2 players,147 MB,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-garou-mark-of-the-wolves-switch,,2019-05-15 08:09:39
ACA NEOGEO GHOST PILOTS,Nintendo Switch,,True,,,,"HAMSTER, Co.",,Everyone,"Apr 26, 2018",up to 2 players,82 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-ghost-pilots-switch,,2019-05-15 08:09:39
ACA NEOGEO Gururin,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Teen,"Apr 12, 2018",up to 2 players,111 MB,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-gururin-switch,,2019-05-15 08:09:40
ACA NEOGEO KARNOV'S REVENGE,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Teen,"Nov 16, 2017",up to 2 players,108 MB,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-karnovs-revenge-switch,,2019-05-15 08:09:40
ACA NEOGEO KING OF THE MONSTERS,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Everyone 10+,"Jan 04, 2018",up to 2 players,80 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-king-of-the-monsters-switch,,2019-05-15 08:09:40
ACA NEOGEO LAST RESORT,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Everyone,"Jun 01, 2017",up to 2 players,85 MB,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-last-resort-switch,,2019-05-15 08:09:40
ACA NEOGEO LEAGUE BOWLING,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Everyone 10+,"Jul 19, 2018",up to 4 players,84 MB,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,,https://www.nintendo.com/games/detail/aca-neogeo-league-bowling-switch,,2019-05-15 08:09:41
ACA NEOGEO MAGICAL DROP II,Nintendo Switch,$7.99,True,,,,"HAMSTER, Co.",,Teen,"Jun 29, 2017",up to 2 players,86 MB,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/aca-neogeo-magical-drop-2-switch,,2019-05-15 08:09:41
